index,label
1680353.0,3
1201079.0,0
2066972.0,0
1685011.0,3
20448.0,0
726680.0,3
1121586.0,2
970012.0,1
494254.0,1
1261486.0,1
1903719.0,1
635878.0,2
1880065.0,1
1363381.0,2
1381070.0,4
711301.0,3
857166.0,2
1611783.0,4
544439.0,2
942816.0,0
1642758.0,2
1519004.0,2
990811.0,0
1205461.0,3
1492555.0,3
96972.0,3
1607917.0,1
766528.0,2
1784467.0,3
154595.0,1
386827.0,1
651835.0,1
137608.0,1
1971223.0,1
1322523.0,1
196239.0,3
213290.0,3
919935.0,3
973062.0,3
1429549.0,4
1197774.0,0
2010176.0,0
1138286.0,4
1426952.0,3
1629590.0,3
1187902.0,3
247384.0,3
1523933.0,3
737536.0,0
205315.0,0
187130.0,0
669571.0,0
1430968.0,0
1627198.0,1
1696753.0,1
386585.0,3
1616474.0,1
1326863.0,1
2022703.0,3
1456874.0,1
646215.0,3
839308.0,4
1991646.0,0
897257.0,0
376187.0,4
880807.0,3
767374.0,3
864973.0,3
618704.0,1
1813262.0,3
275317.0,3
1848529.0,1
968967.0,4
119477.0,1
1013602.0,0
1298361.0,3
1509021.0,3
1227574.0,0
1094296.0,0
1612579.0,3
1612584.0,3
1687983.0,0
918404.0,1
1255453.0,0
636911.0,0
142394.0,3
1639202.0,0
1707585.0,1
1533011.0,0
1996962.0,4
1744503.0,4
1178625.0,1
821837.0,4
1030195.0,0
682679.0,1
327024.0,4
1086555.0,0
146240.0,1
2094648.0,1
1791156.0,3
1075494.0,1
643918.0,1
1048798.0,1
1437636.0,3
1208151.0,3
1649471.0,3
712357.0,3
248178.0,1
1495587.0,4
1633558.0,4
793595.0,3
1941845.0,0
105151.0,2
193473.0,3
370579.0,2
15715.0,3
1943386.0,2
1849623.0,2
2046019.0,3
46326.0,3
269197.0,3
1367476.0,3
1308960.0,3
218084.0,0
442925.0,3
1268786.0,2
702567.0,3
1737684.0,3
1516513.0,3
656653.0,3
1633457.0,3
794083.0,3
749964.0,3
1314513.0,3
1828090.0,3
674952.0,3
154530.0,3
1932290.0,0
1283386.0,2
1216773.0,3
1406001.0,3
884921.0,3
208364.0,2
1549048.0,2
801106.0,2
845135.0,0
258503.0,3
801862.0,3
328274.0,3
1897980.0,1
891183.0,2
432283.0,3
1504898.0,0
1343758.0,0
1095836.0,0
881043.0,3
1855484.0,2
1346459.0,0
183761.0,3
290711.0,2
855830.0,2
1700834.0,0
132087.0,3
2036467.0,3
2048678.0,3
289181.0,1
1039362.0,3
1710420.0,1
1319731.0,1
1912164.0,1
1563653.0,1
1743546.0,0
985980.0,2
1418361.0,2
1132076.0,1
268968.0,0
1807119.0,3
774775.0,1
835640.0,3
1988493.0,3
440242.0,1
1491271.0,0
715332.0,0
703402.0,1
1914254.0,4
1629621.0,1
2085655.0,1
1783991.0,3
1843348.0,3
1187497.0,3
634474.0,3
370786.0,3
2075504.0,3
573455.0,2
863925.0,1
1698283.0,2
1668273.0,1
557591.0,1
870289.0,0
1723510.0,0
1392457.0,0
539156.0,0
121066.0,0
460630.0,3
1295204.0,0
1991023.0,0
921389.0,0
1618488.0,3
1700037.0,3
1557125.0,3
1171409.0,2
1196605.0,0
1033337.0,2
1850479.0,2
878878.0,2
76731.0,1
1803705.0,4
561890.0,4
618278.0,4
602428.0,4
391338.0,1
924388.0,1
346310.0,1
1182572.0,1
617164.0,1
1254510.0,1
875548.0,3
1066335.0,0
560979.0,0
770923.0,0
929532.0,0
433010.0,0
1695328.0,0
48628.0,0
1940081.0,0
1932928.0,0
506611.0,2
428815.0,0
574210.0,2
2089499.0,0
134366.0,0
1342832.0,0
1314558.0,0
678642.0,0
1242167.0,2
918616.0,0
2013273.0,0
422666.0,0
250943.0,0
997011.0,2
225622.0,0
265272.0,0
1846280.0,2
1522908.0,2
723987.0,0
973665.0,0
374824.0,0
597706.0,0
1747170.0,0
652484.0,2
2068147.0,0
1840656.0,0
875692.0,0
1371106.0,2
1595784.0,0
1813824.0,2
325528.0,0
375714.0,0
4908.0,0
766395.0,2
149913.0,0
1234605.0,0
1155879.0,0
1942625.0,0
2015129.0,2
795501.0,0
2054562.0,0
717503.0,0
675710.0,3
1511397.0,0
25747.0,0
797787.0,3
2007242.0,3
943772.0,2
822936.0,3
184573.0,0
1649682.0,0
197158.0,0
1245273.0,2
2035400.0,3
1370805.0,2
1760129.0,0
1617541.0,3
827389.0,3
114521.0,3
1827053.0,3
810123.0,4
1192794.0,0
1800174.0,3
821721.0,1
217150.0,2
1623035.0,1
223773.0,3
1937657.0,2
1514680.0,4
1221753.0,1
530908.0,4
695020.0,3
933372.0,0
992045.0,3
1388162.0,3
286210.0,4
619203.0,3
21665.0,1
1250941.0,1
1427875.0,4
220592.0,1
291785.0,1
1432187.0,4
1967769.0,4
856067.0,4
1246313.0,2
583339.0,1
444761.0,4
1908858.0,3
1681027.0,3
1480703.0,1
985277.0,3
779535.0,1
1248270.0,3
947320.0,1
703296.0,3
1970360.0,1
36486.0,1
918738.0,1
273492.0,4
393107.0,1
1381640.0,4
1446356.0,1
563629.0,2
174974.0,4
1012664.0,2
1446246.0,0
1128580.0,1
938179.0,3
1108483.0,1
1425469.0,4
462736.0,3
500215.0,0
755524.0,3
1300247.0,3
1588412.0,3
1334972.0,1
74616.0,1
1643467.0,4
941906.0,1
824998.0,2
546825.0,3
731443.0,1
1899557.0,3
1509307.0,0
504300.0,1
647535.0,1
938197.0,0
1399755.0,4
1912012.0,4
1426301.0,3
1809285.0,1
45840.0,1
811356.0,1
1908375.0,1
486500.0,2
1713869.0,3
1309481.0,2
1286480.0,2
869478.0,0
675612.0,0
265730.0,4
1013683.0,3
1496683.0,4
2049819.0,1
634799.0,1
7339.0,1
306905.0,1
1570579.0,3
710220.0,0
1169631.0,3
1760535.0,3
1953744.0,3
2012017.0,3
837420.0,3
2081355.0,2
1346533.0,2
745324.0,3
2038469.0,2
1903877.0,2
1636270.0,0
1432249.0,3
1119337.0,0
164603.0,0
2080368.0,2
938463.0,2
241855.0,2
1423904.0,0
760596.0,2
1455959.0,2
1570944.0,2
467299.0,2
824453.0,0
549003.0,2
321318.0,2
166806.0,2
1276986.0,2
774798.0,2
1337278.0,2
148882.0,0
820425.0,0
1504044.0,0
1297648.0,0
1547150.0,0
587206.0,2
1129455.0,0
1618056.0,2
1846010.0,2
776705.0,2
1400547.0,2
998420.0,2
873971.0,2
444532.0,0
2017474.0,0
1024085.0,2
823913.0,2
38398.0,2
884977.0,2
10089.0,2
769381.0,2
739695.0,2
721255.0,2
121745.0,2
81689.0,2
476970.0,0
33434.0,2
1225393.0,2
1255142.0,0
1557777.0,2
1993568.0,0
1263311.0,0
1607944.0,2
730430.0,2
1713904.0,2
864019.0,2
19843.0,2
1698488.0,0
1011112.0,3
1838047.0,0
248937.0,2
1497224.0,2
390887.0,2
288988.0,3
73415.0,3
1705011.0,3
204057.0,3
73245.0,3
1330734.0,3
128920.0,4
1367258.0,0
1841960.0,4
509358.0,4
1939735.0,0
762485.0,0
1448056.0,4
1470439.0,3
1688081.0,0
1243914.0,3
558196.0,3
1269504.0,3
1846142.0,3
590785.0,4
2047018.0,4
1982133.0,4
1107698.0,4
1253108.0,4
473436.0,4
2067907.0,4
1938259.0,2
398618.0,3
778821.0,3
851838.0,3
1867239.0,3
1288670.0,3
1221432.0,3
240423.0,3
1873306.0,3
1031649.0,3
10019.0,0
1786015.0,0
557026.0,0
1194287.0,0
1425352.0,0
1366970.0,0
20967.0,0
1524498.0,2
342516.0,0
398487.0,0
1984246.0,0
1079396.0,2
1161488.0,0
156781.0,2
592391.0,2
1770468.0,2
1763807.0,0
1636826.0,0
1452405.0,0
1373006.0,2
753509.0,0
1143639.0,0
62641.0,2
1325295.0,0
211950.0,0
1297882.0,2
536972.0,0
841387.0,2
1936854.0,0
1946142.0,2
1152246.0,0
295863.0,0
1312277.0,0
1049061.0,0
72385.0,0
952821.0,0
1831128.0,0
843401.0,2
169797.0,0
1815816.0,0
1594431.0,0
2074966.0,2
1492679.0,0
800081.0,2
1651940.0,2
266349.0,0
609256.0,0
531338.0,0
1830983.0,0
263393.0,0
888093.0,0
580486.0,0
210814.0,2
1317709.0,0
813540.0,0
2047880.0,0
931698.0,2
1941455.0,0
1706538.0,2
1269351.0,2
567841.0,0
991160.0,2
1237943.0,0
1796195.0,2
92759.0,0
520109.0,3
733929.0,1
788040.0,1
564947.0,1
366288.0,4
1836265.0,3
1360921.0,3
350693.0,3
864018.0,0
1710455.0,0
1796737.0,3
302897.0,1
1250700.0,3
1280922.0,1
48730.0,4
855567.0,0
349317.0,0
1859190.0,0
1527441.0,3
1994470.0,3
74613.0,1
1873375.0,4
297404.0,4
179142.0,0
1143856.0,1
2051549.0,1
992263.0,3
838917.0,1
1997632.0,4
1508923.0,4
1549219.0,4
575483.0,3
1537207.0,1
131876.0,4
581794.0,4
128533.0,4
805298.0,4
733475.0,3
1223310.0,1
1181215.0,3
1248261.0,4
580785.0,1
1116329.0,4
1993180.0,3
427493.0,3
1321359.0,1
1353005.0,1
345618.0,0
1430803.0,3
161395.0,3
484248.0,4
1267918.0,1
15466.0,4
1327711.0,0
821075.0,4
1241160.0,3
152338.0,3
1812811.0,3
1480813.0,1
392869.0,3
49375.0,4
1134424.0,3
809736.0,3
2091426.0,3
1393253.0,4
382365.0,3
38492.0,4
1901765.0,1
1763715.0,0
1660198.0,4
733140.0,4
1357973.0,4
1570102.0,3
440632.0,4
1111313.0,4
85750.0,3
1945467.0,0
1436888.0,0
69348.0,3
1997596.0,4
1599181.0,3
730966.0,3
1968164.0,3
861673.0,3
1522107.0,1
1394394.0,0
338530.0,1
2081231.0,1
580461.0,1
1463759.0,1
317580.0,2
1564521.0,2
271995.0,2
1837225.0,0
1675066.0,3
445535.0,0
1310270.0,0
11053.0,0
637544.0,3
1880304.0,3
1554601.0,3
1459134.0,2
859038.0,3
969531.0,2
1689451.0,2
1078914.0,2
1477221.0,3
674787.0,2
909776.0,2
565653.0,0
546233.0,4
1946546.0,3
1510967.0,4
1317574.0,4
1742829.0,4
692081.0,2
498009.0,2
1242773.0,0
645418.0,3
1865549.0,3
590658.0,3
1966429.0,3
927280.0,3
246860.0,3
841314.0,3
1245603.0,3
777006.0,3
1883690.0,3
1511028.0,0
750540.0,0
926364.0,3
1406861.0,3
1594599.0,3
1350073.0,3
1515197.0,3
1447331.0,3
1115919.0,3
921294.0,3
2087525.0,2
1684728.0,2
523977.0,3
245129.0,1
640904.0,1
1118450.0,3
1960538.0,0
1346148.0,0
783306.0,0
496679.0,1
1155936.0,0
103422.0,0
1645904.0,0
1340628.0,0
691191.0,0
590966.0,3
1075202.0,3
340936.0,3
186358.0,3
1274841.0,1
140029.0,0
1294321.0,0
1320383.0,3
1237644.0,3
766649.0,0
1623490.0,0
612108.0,3
794748.0,0
938574.0,3
622205.0,2
941089.0,2
1207462.0,0
893229.0,3
1936703.0,0
1625046.0,0
395305.0,0
1247820.0,3
559950.0,3
1653780.0,3
1131984.0,4
1318220.0,4
841552.0,4
1906453.0,2
1672782.0,2
1377615.0,0
1498976.0,0
104006.0,0
217095.0,3
536034.0,0
259974.0,0
2079003.0,3
459445.0,3
2035914.0,3
1813380.0,3
1210755.0,3
410149.0,3
697057.0,4
1844006.0,3
829257.0,0
123962.0,0
1246785.0,0
887524.0,2
1632441.0,2
1939208.0,3
1484413.0,0
1926243.0,3
1738768.0,0
1887790.0,3
518180.0,3
27343.0,3
1636226.0,0
407458.0,0
242021.0,0
1083263.0,0
1414174.0,0
1696430.0,0
2038662.0,2
1825492.0,2
797872.0,2
1616612.0,0
1349555.0,3
1713332.0,3
659383.0,3
138464.0,2
1362210.0,3
1769864.0,2
1095099.0,0
211020.0,2
396049.0,3
1455657.0,3
1877708.0,3
1359667.0,3
977105.0,2
2025045.0,3
227533.0,2
998192.0,3
892965.0,2
1217734.0,3
287831.0,3
158275.0,3
1718771.0,3
848800.0,4
639721.0,3
1635527.0,3
557868.0,0
1185685.0,2
408230.0,1
813863.0,1
1906865.0,1
1010543.0,3
1221993.0,0
950135.0,0
156751.0,0
207530.0,0
232274.0,0
709754.0,0
496101.0,0
687781.0,0
887962.0,1
199078.0,1
1388022.0,1
1099687.0,0
992800.0,0
393283.0,2
690602.0,2
2010544.0,0
1336232.0,2
2083613.0,4
1144228.0,0
1994529.0,0
203167.0,0
412282.0,0
75849.0,2
1872990.0,0
515472.0,0
70408.0,0
1000708.0,0
318567.0,0
765755.0,0
855712.0,0
1899383.0,2
626101.0,2
1932219.0,2
1621849.0,3
1401559.0,0
1276675.0,3
1166845.0,0
265933.0,0
939891.0,3
19162.0,3
212191.0,0
1758901.0,0
69340.0,3
1566766.0,4
1431963.0,3
390983.0,2
617800.0,2
567828.0,2
1474864.0,3
1554434.0,0
119370.0,0
639730.0,0
1803086.0,0
1455313.0,3
1108132.0,1
539386.0,1
1731054.0,1
468242.0,1
714076.0,3
532442.0,3
1952341.0,4
1743350.0,4
1940907.0,3
1295158.0,4
1738212.0,4
324556.0,4
1991592.0,3
1741651.0,3
372230.0,3
1617284.0,4
1946929.0,4
1794634.0,4
1209628.0,4
1390240.0,4
2066168.0,4
1580124.0,3
437652.0,1
197811.0,1
303603.0,1
936244.0,4
535082.0,3
2090691.0,3
203184.0,3
224982.0,3
168448.0,3
914933.0,3
983590.0,4
1010817.0,3
1727579.0,0
963448.0,4
1751670.0,4
1836866.0,4
353069.0,4
931476.0,4
562597.0,0
1051684.0,0
1195307.0,1
837587.0,1
1781105.0,4
1444056.0,1
579661.0,0
281931.0,0
535691.0,2
1132521.0,0
1740991.0,2
1826870.0,3
1400744.0,3
1502547.0,3
1209234.0,3
745640.0,3
898955.0,2
1669109.0,2
183441.0,2
1941990.0,2
1030805.0,0
1600283.0,3
1075446.0,3
1052726.0,3
2068577.0,3
649981.0,3
635075.0,0
584668.0,2
1168221.0,2
1598831.0,3
1190398.0,3
1181497.0,3
928330.0,3
1656601.0,4
1184365.0,1
735424.0,1
1455873.0,1
204101.0,1
939665.0,3
63694.0,2
1565339.0,2
521692.0,0
1537168.0,0
1898284.0,0
443085.0,4
1879195.0,4
1820085.0,4
735477.0,4
638668.0,3
386611.0,3
1604756.0,2
1164505.0,3
694491.0,3
510394.0,3
1542464.0,2
603629.0,3
1277248.0,2
20403.0,2
1786133.0,0
1764441.0,0
1595210.0,2
43513.0,0
1983777.0,4
873560.0,3
1718288.0,2
1105719.0,2
662174.0,0
1798127.0,2
1234191.0,3
115296.0,2
862889.0,3
699254.0,2
885675.0,3
1352405.0,3
1465836.0,0
1469401.0,0
1069549.0,0
356121.0,0
1930644.0,2
1547652.0,3
810887.0,2
1755554.0,3
886431.0,3
1966966.0,3
443367.0,3
651614.0,3
1439010.0,0
872243.0,3
687631.0,4
1861552.0,3
217385.0,3
25792.0,3
1196426.0,3
226280.0,4
757419.0,4
744541.0,4
444898.0,4
1080834.0,3
2024863.0,3
1403341.0,3
1196999.0,3
888391.0,3
1509635.0,3
1385557.0,1
1711423.0,1
686826.0,1
81292.0,0
52671.0,0
1027276.0,4
596157.0,4
2007515.0,4
1104264.0,4
1566005.0,4
975680.0,2
1494146.0,2
1667330.0,2
173232.0,0
1324567.0,1
64304.0,1
1196711.0,1
275872.0,0
1687201.0,1
1713404.0,1
1034322.0,3
1679652.0,3
2061796.0,3
1141551.0,3
1115434.0,3
423283.0,3
891848.0,2
195248.0,2
236573.0,0
1567378.0,3
271049.0,0
88388.0,1
1429989.0,1
1874792.0,2
1597848.0,4
1954532.0,2
452530.0,1
1697086.0,0
1363727.0,0
1078803.0,2
168789.0,0
1059549.0,2
1045234.0,2
1677597.0,2
718869.0,3
2025656.0,3
1216041.0,3
788576.0,4
2094112.0,1
475447.0,0
1678754.0,0
291624.0,0
956179.0,0
169093.0,0
574150.0,3
1736353.0,3
1917639.0,3
848858.0,3
684239.0,0
1863437.0,0
1320644.0,0
1724998.0,3
966656.0,3
17612.0,4
2672.0,4
99118.0,2
411180.0,0
626699.0,2
740139.0,0
376940.0,2
578583.0,1
1642537.0,1
1093081.0,1
1631132.0,4
608482.0,0
164193.0,0
1482663.0,0
1061543.0,0
272299.0,0
4343.0,0
1304803.0,0
1213994.0,2
1887849.0,3
1297695.0,2
233486.0,3
725044.0,3
1528090.0,3
973520.0,3
1595318.0,4
1532160.0,3
1718690.0,3
27774.0,3
443711.0,3
595748.0,3
1210500.0,0
2095284.0,0
998575.0,0
1898006.0,0
1976906.0,0
1397469.0,4
105331.0,3
254180.0,3
2059479.0,3
1980233.0,3
1679381.0,3
359592.0,3
1729147.0,1
1749640.0,1
1472727.0,3
111975.0,3
793703.0,3
241972.0,1
896394.0,3
1730554.0,4
710414.0,1
1463578.0,0
619428.0,0
1287048.0,0
1541685.0,0
171066.0,0
1886565.0,0
1487615.0,3
1562534.0,2
1275173.0,4
1527648.0,4
46423.0,4
2087553.0,4
704004.0,4
1998550.0,4
1524136.0,4
137622.0,4
135051.0,1
1134427.0,1
579897.0,1
1773176.0,1
1259987.0,3
657135.0,3
741636.0,3
950716.0,3
216900.0,3
2015695.0,3
1574616.0,3
1434450.0,3
40570.0,3
1379300.0,3
1217871.0,3
504304.0,2
1739814.0,2
1514367.0,2
620478.0,0
96152.0,2
953272.0,3
523661.0,2
1578431.0,2
232689.0,4
174785.0,4
186726.0,4
773058.0,4
1950381.0,4
1365563.0,4
1975742.0,4
1180289.0,0
268856.0,1
367517.0,1
1325405.0,1
1279087.0,3
1494148.0,1
577571.0,3
986641.0,2
744879.0,3
528530.0,3
1898399.0,2
294028.0,2
1391811.0,2
1025484.0,2
590879.0,2
116009.0,1
2064523.0,3
293920.0,3
1521668.0,4
1626629.0,1
1517572.0,3
1909047.0,1
1206646.0,0
1310461.0,0
1796806.0,0
865019.0,0
560114.0,4
850324.0,0
242353.0,3
1925213.0,4
474236.0,4
92371.0,0
1264051.0,3
620880.0,0
1738264.0,0
444736.0,0
1029556.0,2
961303.0,2
977857.0,2
800878.0,1
1584300.0,1
2042333.0,1
394459.0,1
1360715.0,4
973383.0,3
1028085.0,4
1020418.0,4
637018.0,4
1401128.0,4
383251.0,4
2028347.0,4
1765818.0,3
1148243.0,3
1297787.0,3
619064.0,3
757027.0,0
1034871.0,0
1276624.0,0
1750619.0,2
1039702.0,3
1451935.0,3
1481697.0,3
382206.0,3
740577.0,3
1367778.0,2
799354.0,2
1023008.0,2
1772990.0,3
73436.0,0
786425.0,3
1002951.0,0
215565.0,2
1447202.0,3
1725069.0,2
1145752.0,0
1001533.0,0
1748282.0,0
1984949.0,0
55307.0,0
1767836.0,4
2059961.0,4
1539142.0,3
925094.0,3
598194.0,3
383458.0,4
134576.0,3
1788413.0,3
1116385.0,3
1088488.0,4
1098136.0,0
942846.0,3
1908621.0,3
37693.0,3
1320651.0,3
1762248.0,0
279576.0,3
1696282.0,3
400555.0,3
304586.0,3
1012604.0,3
469296.0,3
738277.0,2
1483941.0,2
1671447.0,2
1363415.0,2
773466.0,2
1046855.0,2
692898.0,2
176894.0,2
787081.0,2
288050.0,2
1085383.0,2
1878482.0,2
1378617.0,2
596812.0,2
742153.0,2
370075.0,2
315002.0,2
1058885.0,2
436419.0,2
1789736.0,2
1142213.0,2
865729.0,2
1141828.0,2
989161.0,2
552471.0,2
1229384.0,2
11459.0,2
1819963.0,2
1159594.0,2
1066834.0,2
437077.0,4
949503.0,4
1025781.0,4
1034569.0,1
372482.0,4
295558.0,4
1725488.0,4
1233506.0,4
1353156.0,4
650064.0,4
1273322.0,4
591107.0,4
818521.0,3
1790293.0,3
1933119.0,3
353418.0,1
920852.0,2
261021.0,0
1196253.0,3
1820326.0,2
896242.0,2
252796.0,3
1046688.0,3
1499757.0,3
108423.0,3
969502.0,3
1619784.0,3
1939292.0,3
365343.0,3
170430.0,3
1849090.0,3
774876.0,3
601331.0,3
983693.0,3
1170077.0,4
1885933.0,3
1934078.0,3
666534.0,3
974088.0,3
1731611.0,3
723424.0,3
930115.0,3
2089746.0,3
1612730.0,1
299728.0,1
798854.0,1
504575.0,1
1155666.0,1
1528551.0,1
596234.0,0
728622.0,0
1678214.0,1
110075.0,3
267034.0,2
312794.0,0
499953.0,2
1019609.0,2
94906.0,0
1830372.0,3
415491.0,2
1515466.0,3
574013.0,4
1822171.0,4
350758.0,3
1240527.0,2
1131284.0,2
1690345.0,3
871672.0,3
1053453.0,3
1236601.0,3
1331654.0,0
1236441.0,2
1973863.0,0
1421418.0,0
326279.0,3
689330.0,3
2027844.0,2
180661.0,0
861939.0,1
724433.0,3
405703.0,3
2032130.0,0
469357.0,0
2032678.0,0
115573.0,3
1571283.0,3
454462.0,3
1943316.0,0
557608.0,3
248036.0,0
1563911.0,0
1652057.0,2
381150.0,3
835984.0,0
569764.0,0
1389673.0,0
1400270.0,0
1874534.0,3
1673411.0,3
664389.0,1
1661506.0,3
585760.0,3
1675069.0,3
590704.0,3
198118.0,3
714238.0,2
811009.0,0
2012559.0,2
416135.0,2
173724.0,3
1599761.0,3
1030897.0,3
1201916.0,3
914446.0,2
108944.0,3
340699.0,3
365286.0,3
1975667.0,1
378101.0,3
778784.0,3
1148414.0,3
298495.0,4
64694.0,3
62001.0,4
1513840.0,1
313742.0,3
657215.0,3
2045913.0,3
1728432.0,4
742301.0,3
1394838.0,3
1678785.0,3
753790.0,3
8129.0,3
1130496.0,1
856573.0,3
1413637.0,3
1865282.0,1
1980139.0,1
727998.0,1
1678204.0,3
525323.0,4
1101472.0,1
626177.0,1
193629.0,3
1195226.0,1
1368389.0,1
1492009.0,1
168587.0,4
1334236.0,3
953336.0,1
772368.0,4
127037.0,4
704362.0,3
1756058.0,3
1740829.0,3
2057936.0,3
1529852.0,1
101816.0,3
1229660.0,3
1640943.0,4
133205.0,1
970547.0,1
1861684.0,3
1283332.0,1
1326471.0,4
1632214.0,1
1388440.0,4
1590133.0,3
749491.0,3
461118.0,3
1874212.0,3
1897606.0,0
1836644.0,3
1668820.0,3
1604354.0,2
2036617.0,2
673502.0,2
692659.0,2
1286459.0,0
2015749.0,2
738239.0,2
969955.0,3
886397.0,3
1806328.0,3
308458.0,2
947796.0,3
1456293.0,3
963275.0,3
130142.0,0
1188959.0,0
295428.0,0
1339498.0,0
2010738.0,3
1905468.0,0
837989.0,3
234387.0,0
1647214.0,3
69324.0,3
683940.0,0
288909.0,4
1843161.0,0
998036.0,0
1835505.0,4
229683.0,3
345382.0,4
123332.0,0
180277.0,0
919985.0,0
1936551.0,0
1530719.0,1
40624.0,3
1677351.0,0
667857.0,2
1688712.0,2
1823549.0,4
207136.0,4
522711.0,4
100174.0,4
1789535.0,4
231065.0,4
17914.0,4
1771245.0,4
1849728.0,3
1378878.0,3
1882540.0,3
836515.0,3
1813712.0,3
2005732.0,3
1302430.0,3
1337261.0,4
2011396.0,4
1917119.0,3
742578.0,3
86614.0,3
452016.0,4
962522.0,3
662057.0,4
1416498.0,4
1230079.0,0
618897.0,2
1953117.0,2
1393976.0,2
1991853.0,2
1286289.0,3
805435.0,3
132781.0,3
1922302.0,2
53898.0,3
569502.0,3
32993.0,3
854271.0,3
1838691.0,3
2037299.0,3
224128.0,0
1537249.0,4
435344.0,0
423456.0,3
1525028.0,3
304161.0,3
925233.0,3
525932.0,0
511389.0,1
1171069.0,3
442534.0,0
865155.0,2
1360498.0,0
173339.0,3
1158920.0,3
1367089.0,1
1753118.0,2
713254.0,3
1349992.0,4
2040759.0,1
6936.0,3
104177.0,4
239133.0,1
510274.0,3
1191435.0,0
1317012.0,0
1202675.0,1
509441.0,2
470762.0,3
1379128.0,3
544881.0,0
180883.0,3
1008448.0,3
1576297.0,3
485743.0,0
2006561.0,4
431836.0,3
506678.0,4
667855.0,4
620186.0,1
1813981.0,4
385687.0,0
398292.0,4
477978.0,2
959427.0,2
1246530.0,0
14835.0,3
724670.0,1
1998752.0,1
1942120.0,3
706731.0,0
739949.0,1
50359.0,3
1070212.0,3
1265839.0,4
1305659.0,3
743963.0,2
1585206.0,3
461178.0,0
610522.0,0
492765.0,0
2049974.0,2
477168.0,4
431280.0,4
1626169.0,4
2023392.0,4
336328.0,4
674611.0,0
1894702.0,2
1678060.0,0
1911267.0,2
1218456.0,2
245969.0,0
537824.0,2
1749548.0,0
1584066.0,2
119934.0,0
1882987.0,2
1998032.0,2
72120.0,0
1491664.0,0
993195.0,2
1991168.0,2
1396757.0,0
161994.0,0
1739457.0,0
1289734.0,2
1848663.0,0
943737.0,2
668211.0,0
1932614.0,2
677589.0,0
25883.0,2
216278.0,2
1718408.0,2
1060157.0,2
1624321.0,2
26866.0,0
974601.0,0
1176667.0,0
1788018.0,2
405929.0,0
96702.0,2
444297.0,0
734861.0,0
900022.0,2
1804735.0,0
1682503.0,0
1359382.0,2
1051158.0,0
287675.0,2
1241516.0,2
516262.0,0
2057133.0,2
629470.0,2
716681.0,0
1071678.0,2
355680.0,2
818164.0,0
227048.0,2
638964.0,0
1915520.0,3
19509.0,0
827020.0,3
610043.0,3
703792.0,1
1822625.0,1
1089957.0,1
969451.0,3
1381453.0,1
808070.0,3
152250.0,3
1357916.0,3
1794014.0,3
125285.0,3
639021.0,0
